0,1
2015-10-28,CS @AMB_A_Mohammed: In India for.the third Africa-India Forum Summit
2015-10-26,CS @AMB_A_Mohammed held discussions with UNCTAD SG @UNCTADKituyi on forthcoming launch of an E-regulation platform
2015-10-26,@SouthSudanFive That was the clear understanding from the word go. Travel and accommodation to be borne by the individual family members!
2015-10-26,UAE investors eye opportunities in Kenya
2015-10-23,CS @AMB_A_Mohammed: Cited infrastructure development &amp; energy  as key focus areas for India-Africa cooperation
2015-10-23,CS @AMB_A_Mohammed: India's expansive SMEs sector offers invaluable lessons for Kenya &amp; other African countries
2015-10-23,CS @AMB_A_Mohammed: Africa exported goods worth US $ 40.3b &amp; Imported goods worth US$ 34.630b
2015-10-23,CS @AMB_A_Mohammed: Value of trade has increased tremendously from US$ 36b in 2008 to over US$ 70b in 2013
2015-10-23,CS @AMB_A_Mohammed: Bilateral trade between India &amp; Africa grew from US$ 1b in 1990 to US$ 3b in 2000
2015-10-23,CS @AMB_A_Mohammed: On agenda of the meeting is review of the implementation of commitments made in earlier meetings
2015-10-22,DG Azevêdo: Africa can be biggest winner of MC10
2015-10-21,"CS @AMB_A_Mohammed: Kenya hosts over 420, 711 Somali refugees in Dadaab, Kakuma &amp; urban areas"
2015-10-21,CS @AMB_A_Mohammed: For success during MC10 focus must be on what is achievable now &amp; what can be acceptable to all
2015-10-21,"CS @AMB_A_Mohammed: To be more effective, ACP group should forge a common position in the WTO negotiations"
2015-10-21,CS @AMB_A_Mohammed: Attended the ACP Trade Ministers meeting earlier this afternoon in Brussels
2015-10-21,CS @AMB_A_Mohammed: Discussed key areas of strategic focus in the negotiations towards MC10 in Nairobi
2015-10-20,CS @AMB_A_Mohammed: The project will enable cost savings of up to 90% on international calls
2015-10-20,CS @AMB_A_Mohammed: We agreed to strengthen cooperation in war on terrorism including radicalization of the youth
2015-10-20,"CS @AMB_A_Mohammed: To this end, we agreed to fast track ongoing negotiations on the double taxation agreement"
2015-10-20,CS @AMB_A_Mohammed: Talks covered a broad range of issues with a focus on strengthening bilateral cooperation
2015-10-19,CS @AMB_A_Mohammed: Discussions centered on issues pertinent to ACP ministers of trade meeting due on Wednesday
2015-10-19,"CS @AMB_A_Mohammed: Had a working dinner this evening hosted by Dr. Patrick Gomes, Secretary General of ACP"
2015-10-19,CS @AMB_A_Mohammed: Africa has to be coherent as a region &amp; must speak in one voice as a united continent
2015-10-19,ACP Ministers Convene to Adopt Strategy for Global Trade Meet in Kenya
2015-10-17,Engagement of S. Sudan Govt for release of the five continues. Relatives can contact the Ministry for more information on the same.
2015-10-17,"MFA/IT would like to inform that relatives if 5 Kenyans being in Juba, S. Sudan can now visit their loved ones."
2015-10-16,#countdowntomc10nairobi. Liberia President @EllenJohnSir among dignitaries to grace WTO Ministerial Conference
2015-10-16,"Amb. B. Ogutu, Political &amp; Diplomatic Secretary with outgoing Iraqi Amb. to Kenya H.E Dr. Mohammed Said Al-Shakarchi"
2015-10-16,Kenya to seek trade cuts on farm subsidies
2015-10-15,PS @Karanjakibicho: Ministry as the link to int'l bodies will fast track to beat deadline for inclusion on agenda
2015-10-15,Ps @Karanjakibicho receives a petition to the chair of Assembly of State Parties-ICC from MPs led by David Kosing
2015-10-15,"President Uhuru Kenyatta with new Ambassador of the Republic of Korea Mr. Kwon Young- Dae at State House, Nairobi."
2015-10-15,"H.E. @UKenyatta with the new Ambassador of the Republic of Germany Mrs. Jutta Gisela Frasch at State House, Nairobi."
2015-10-15,"@AMB_A_Mohammed, @Karanjakibicho at State House when H.E @UKenyatta received new envoys from Korea, Germany &amp; India."
2015-10-14,"@crisuits, CS @AMB_A_Mohammed docket has the International Trade effectively making her the Trade Minister. CS Kandie has Commerce docket."
2015-10-14,"Countdown to #MC10Nairobi #WTO less than two months to go!
@AMB_A_Mohammed @WTODGAZEVEDO"
2015-10-14,"Countdown to #MC10Nairobi #WTO less than two months to go!
@AMB_A_Mohammed @WTODGAZEVEDO"
2015-10-09,CS @AMB_A_Mohammed today met with South Sudan Foreign Minister Barnaba Benjamin on the fate of 5 Kenyans detained
2015-10-09,Kenya wants to double trade volume with Pakistan
2015-10-08,World Trade Talks Offer Historic Opportunity for Africa
2015-10-07,@amigo_lameck Payment for what? That is a sign enough you are treading on dangerous ground! You can easily be a victim of conman-ship!
2015-10-07,PS @Karanjakibicho at State House where H.E @UKenyatta bade farewell to outgoing Greece Amb Eleftherios Kouvariakis
2015-10-07,"@karanjakibicho with Valentina Matviyenko chair of Federation Council, Russia's Upper House when she met @UKenyatta"
2015-10-06,CS @AMB_A_Mohammed: A successful WTO Ministerial Conference will enhance global economic welfare for all
2015-10-06,CS @AMB_A_Mohammed:The G20 Trade meeting comes at a crucial moment for the WTO negotiations
2015-10-06,CS @AMB_A_Mohammed: Following proceedings during the G20 Trade Ministers meeting in Istanbul
2015-10-05,@Charles_Warria @AMB_A_Mohammed Yes. There is a difference between rein and reign.
2015-10-05,CS @AMB_A_Mohammed: There are competing claims on this &amp; there continue to be differences on important issues
2015-10-05,CS @AMB_A_Mohammed: We also affirmed need to strengthen Kenya-China cooperation in infrastructure &amp; other sectors
2015-10-05,CS @AMB_A_Mohammed: Hon. Gao also pledged support for a Ministerial Declaration as the outcome for MC10 in Nairobi
2015-10-05,CS @AMB_A_Mohammed: Appealed for China's support towards the success of MC10 both in terms of logistics &amp; substance
2015-10-01,"CS @AMB_A_Mohammed: Constructive engagement, transparency &amp; the spirit of give &amp; take will be key to success of MC10"
2015-10-01,CS @AMB_A_Mohammed: Lack of convergence on key issues has implications for MC10 &amp; the WTO negotiating function
2015-10-01,CS @AMB_A_Mohammed: Accession of Liberia despite many challenges is a demonstration of Africa's resilience &amp; promise
2015-10-01,CS @AMB_A_Mohammed: Did a broadcast  interview with WTO spokesperson. Mr. Keith Rockwell in Geneva
2015-10-01,CS @AMB_A_Mohammed: We shared ideas on how to navigate outstanding issues on the WTO negotiations
2015-10-01,CS @AMB_A_Mohammed: There is need to step up engagements to secure convergence on key issues ahead of MC10
2015-10-01,CS @AMB_A_Mohammed: Took cognizance of positions of various parties to the negotiations on diverse issues
2015-10-01,CS @AMB_A_Mohammed: The forum will take place in Nairobi at KICC on the eve of MC10
2015-10-01,"CS @AMB_A_Mohammed: Held consultations with Ms. Arancha Gonzale, Executive Director of International Trade Centre"
2015-10-01,CS @AMB_A_Mohammed: Explored possibilities of UNCTAD's structured engagement with the MC10 process
2015-09-30,Kenya prepares to cash in on WTO summit
2015-09-30,CS @AMB_A_Mohammed: Africa also looks up to WTO for support in getting plugged to regional &amp; global value chains
2015-09-30,CS @AMB_A_Mohammed: Africa needs support of WTO to deepen the reform agenda &amp; sustain the transformation process
2015-09-30,CS @AMB_A_Mohammed: Africa must sustain a domestic agenda for reform &amp; diversification to maintain growth momentum
2015-09-30,CS @AMB_A_Mohammed: Trade &amp; investments have played a role in the transformation of Africa over the last two decades
2015-09-30,CS @AMB_A_Mohammed: Highlighted the potential of Africa as a source of growth &amp; recovery of the global economy
2015-09-30,CS @AMB_A_Mohammed: The book also offers insights towards the strengthing of  accession negotiations in future
2015-09-30,CS  @AMB_A_Mohammed: It is also an opportunity for the WTO to listen &amp; learn from its stakeholders
2015-09-30,"CS @AMB_A_Mohammed: Forum brings together civil society, governments &amp; private sector to share views on int'l trade"
2015-09-25,Government sends condolences to the bereaved families and wishes quick recovery to those injured and in hospital. /5
2015-09-25,Ministry is monitoring the unfolding situation in Mecca very closely and will update through the media accordingly. /4
2015-09-25,"3 Kenyans have been confirmed dead, while one is seriously injured and in hospital. Families of victims have consequently been contacted./2"
2015-09-25,"Media accreditation for 10th Ministerial Conference is now open. #MC10 #Nairobi @MC10Nairobi
https://t.co/5SIyBMOz7G"
2015-09-24,"President Uhuru Kenyatta bids farewell to outgoing Iran Amb. to Kenya Mr Malek Hossein Gizvad at State House, Nairobi"
2015-09-23,President Kenyatta hails Kenya strong trade ties with Nigeria
2015-09-17,Amb. B. H. Ogutu officially opens Journalists' Sensitazation Workshop on WTO.
2015-09-16,PS @Karanjakibicho yesterday met the families of five Kenyans held in South Sudan. Briefed them on what Govt is doing
2015-09-16,"CS Amina with H.E. @UKenyatta &amp; Chairman of AU High-level Implementation Panel, Thabo Mbeki, at State House, Nairobi."
2015-09-15,"MOU with Kenyatta University seeks to strengthen training/research in foreign policy, diplomacy &amp; Int'l affairs."
2015-09-14,PRESIDENT UHURU KENYATTA WTO MC10 ADDRESS
2015-09-10,Kenya launches new global trade and investment campaign:
2015-09-05,There is neither confusion nor misunderstanding on which Minister is in charge on WTO as alleged by the Star. /3
2015-09-05,Our attention has been drawn to a comment in the Star alleging a row between CSs @AMB_A_Mohammed &amp; @AdanMohamedCS over WTO Conference./1
2015-09-04,"CS @AMB_A_Mohammed: Panelists in the ICT session were Bob Collymore, CEO Safaricom &amp; Pat Muthui, BCX Group Kenya"
2015-09-04,CS @AMB_A_Mohammed: I focussed on giving participants specific insights on investment policies &amp; incentives in Kenya
2015-09-04,CS @AMB_A_Mohammed: The bilateral Joint Trade Committee is tackling these issues to strengthen Kenya-SA trade ties
2015-09-04,"CS @AMB_A_Mohammed: Cited trade barriers,  visa &amp; work permit restrictions as key hurdles to trade between Kenya &amp; SA"
2015-09-04,CS @AMB_A_Mohammed: Addressed the Kenya Trade and Investment Summit at the Sandton Convention Centre
2015-09-04,CS @AMB_A_Mohammed: The aim of the Summit is to market Kenya to potential investors in South Africa
2015-09-03,PS @Karanjakibicho today hosted Mexican Amb. to Kenya Erasmo R. Martinez &amp; Kenya Ministry of agriculture officials.
2015-09-01,Kenya poised to dominate as continent’s service hub
2015-08-28,"@NyakoyoMr @southsudanfive Ministry has:
1. Visited the 5. 2. Contacted S. Sudan Authorities 3.Confirmed 5 held on High Court Order. /1"
2015-08-27,"CS @AMB_A_Mohammed: Today I also met &amp; held talks with Mr. Jose Angel Gurria, Secretary General of OECD"
2015-08-27,CS @AMB_A_Mohammed: Bretton Woods Institutions estimate global economic growth in 2015 to hover around 3%
2015-08-27,"CS @AMB_A_Mohammed: Noted that world economic outlook is presently weak, fragile &amp; uncertain"
2015-08-27,"CS @AMB_A_Mohammed: Other key factors include immigration, the post-2015 development agenda &amp; multilateralism"
2015-08-27,CS @AMB_A_Mohammed: Underlined need for diplomats to be vastly knowledgeable &amp; capable of piercing discernment
2015-08-27,CS @AMB_A_Mohammed: I delivered key note address on the theme Global Diplomacy in the 21st Century
2015-08-27,CS @ We reviewed the recent trade mission to Kenya from France that was led by Minister Mathias Fekl
2015-08-26,University of Nairobi (UON) in deal with @foreignofficeke to train envoys
2015-08-25,CS @AMB_A_Mohammed: Assured the Minister that concerns of Swedish companies investing in Kenya will be addressed
2015-08-25,CS @AMB_A_Mohammed: We agreed to cooperate in infrastructure development &amp; mitigation of effects of climate change
2015-08-25,CS @AMB_A_Mohammed: Kenya is Sweden's third largest trade partner in Africa but faces a huge trade imbalance
2015-08-25,"CS @AMB_A_Mohammed: Earlier today held talks with Ms Isabela Lovin, Minister for International Cooperation, in Sweden"
2015-08-25,UNESCO CAREERS: ASSISTANT DIRECTOR-GENERAL FOR COMMUNICATION AND INFORMATION
2015-08-25,UNESCO CAREERS: ASSISTANT DIRECTOR-GENERAL FOR AFRICA DEPARTMENT (re-advertisement)
2015-08-25,"UNESCO CAREERS: DIRECTOR, DIVISION OF SCIENCE POLICY AND CAPACITY-BUILDING (re-advertisement)"
2015-08-25,"UNESCO CAREERS: DIRECTOR, DIVISION FOR CREATIVITY"
2015-08-25,UNESCO CAREERS: PROGRAMME SPECIALIST (EDUCATION)
2015-08-22,@ForeignOfficeKE &amp; @TradeMarkEastA yesterday held fruitful discussions on upcoming MC10 conference
2015-08-21,There was NO Deal Signed with Uganda government says CS MFA @amb_a_mohammed
2015-08-20,"Amb Nelson Ndirangu,Director Economic &amp; International Trade in discussion with one of the visiting Japanese delegates"
2015-08-19,"PS @Karanjakibicho today hosted Kuwait ambassador to Kenya H.E Qusai R. Al-Farhan, who paid him a courtesy call."
2015-08-17,"The signing was an emotional moment for S.Sudan, some expressed disappointment on failure to achieve full peace deal"
2015-08-16,"CS Amb Amina Mohamed greeting Amb Aggrey Shitsama, deputy Ambassador in Addis and Kenyan Embassy staff on arrival"
2015-08-15,Stringent rules set for sale of Ugandan sugar in Kenya to protect local industry 
2015-08-14,@ken_xtrah @miGeff the matter of #SudanFive is being handled through diplomatic channels. They are held up legally on High Court's order.
2015-08-12,Just uploaded Final Communique on State Visit - Uganda
2015-08-10,Kenyan Oil-Pipeline Accord With Uganda Paves Way for Exports
2015-08-10,CS @AMB_A_Mohammed: Kenya&amp;Uganda are faced with urgent need of increasing invests to generate jobs for the youth
2015-08-10,CS @AMB_A_Mohammed: Forum is a reflection of longstanding relations between Kenya and Uganda...
2015-08-08,"Bilateral talks between Kenya and Uganda dwelt on Agriculture,Tourism &amp; Health. #TransformingEAC @AMB_A_Mohammed"
2015-08-05,PS @Karanjakibicho accompanied by Amb Nelson Ndirangu met KAM representatives for consultations &amp; information sharing
